"","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date","no_chemistry","why_no_chemistry","LAKE","purpose"
"5542","2014re10s42","HARDNESS (AS CACO3)","2020-08-26","HARD","T",9.6,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5543","2014re10s42","Iron","2020-08-26","7439-89-6","T",793,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5544","2014re10s42","Manganese","2020-08-26","7439-96-5","T",368,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5545","2014re10s42","Nitrate+Nitrite as Nitrogen","2020-08-26","NO3NO2N","T",0.0053,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5546","2014re10s42","Nitrogen, ammonia (As N)","2020-08-26","7664-41-7","T",0.013,"mg/l",0.003,"mg/l",0.01,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"1402RE10003",NA
"5547","2014re10s42","NITROGEN, KJELDAHL, TOTAL","2020-08-26","KN","T",0.41,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5548","2014re10s42","NITROGEN, NITRATE (AS N)","2020-08-26","14797-55-8","T",NA,"mg/l",NA,"mg/l",0.05,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1402RE10003",NA
"5549","2014re10s42","NITROGEN, NITRITE","2020-08-26","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1402RE10003",NA
"5550","2014re10s42","pH of Color Analysis","2020-08-26","PHCOLOR","T",6.58,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5551","2014re10s42","PHOSPHORUS, DISSOLVED (AS P)","2020-08-26","7723-14-0","D",0.0061,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5552","2014re10s42","PHOSPHORUS, TOTAL (AS P)","2020-08-26","7723-14-0","T",0.0228,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5553","2014re10s42","SULFATE (AS SO4)","2020-08-26","14808-79-8","T",3.8,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5554","2014re10s42","TOTAL ORGANIC CARBON","2020-08-26","TOC","T",3.9,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5555","2014re10s42","UV 254","2020-08-26","UV254","T",0.12,"1/cm",NA,"1/cm",NA,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5556","2014re10s51","ALKALINITY, TOTAL (AS CaCO3)","2020-09-16","ALK","T",5.2,"mg/l",1.8,"mg/l",2,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"1402RE10003",NA
"5557","2014re10s51","Arsenic","2020-09-16","7440-38-2","T",0.4,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1402RE10003",NA
"5558","2014re10s51","Calcium","2020-09-16","7440-70-2","T",2370,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5559","2014re10s51","Carbon, Dissolved Organic (DOC)","2020-09-16","DOC","D",4.1,"mg/l",0.5,"mg/l",1,NA,"R","Result should be less than the total","2020-12-09",NA,NA,"1402RE10003",NA
"5560","2014re10s51","CHLORIDE (AS CL)","2020-09-16","16887-00-6","T",2.9,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5561","2014re10s51","Chlorophyll A","2020-09-16","479-61-8","T",4.94,"ug/l",NA,"ug/l",0.32,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5562","2014re10s51","Color, True","2020-09-16","COLOR","T",25,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5563","2014re10s51","HARDNESS (AS CACO3)","2020-09-16","HARD","T",9.6,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5564","2014re10s51","Iron","2020-09-16","7439-89-6","T",217,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5565","2014re10s51","Manganese","2020-09-16","7439-96-5","T",91.8,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5566","2014re10s51","Nitrate+Nitrite as Nitrogen","2020-09-16","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1402RE10003",NA
"5567","2014re10s51","Nitrogen, ammonia (As N)","2020-09-16","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1402RE10003",NA
"5568","2014re10s51","NITROGEN, KJELDAHL, TOTAL","2020-09-16","KN","T",0.31,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5569","2014re10s51","NITROGEN, NITRATE (AS N)","2020-09-16","14797-55-8","T",NA,"mg/l",NA,"mg/l",0.05,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1402RE10003",NA
"5570","2014re10s51","NITROGEN, NITRITE","2020-09-16","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1402RE10003",NA
"5571","2014re10s51","pH of Color Analysis","2020-09-16","PHCOLOR","T",6.69,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5572","2014re10s51","PHOSPHORUS, DISSOLVED (AS P)","2020-09-16","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1402RE10003",NA
"5573","2014re10s51","PHOSPHORUS, TOTAL (AS P)","2020-09-16","7723-14-0","T",0.0154,"mg/l",0.0036,"mg/l",0.005,NA,"R","Accuracy error","2020-12-09",NA,NA,"1402RE10003",NA
"5574","2014re10s51","SULFATE (AS SO4)","2020-09-16","14808-79-8","T",4.6,"mg/l",0.4,"mg/l",2,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"1402RE10003",NA
"5575","2014re10s51","TOTAL ORGANIC CARBON","2020-09-16","TOC","T",3.4,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5576","2014re10s51","UV 254","2020-09-16","UV254","T",0.098,"1/cm",NA,"1/cm",NA,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5577","2014re10s52","ALKALINITY, TOTAL (AS CaCO3)","2020-09-16","ALK","T",4.8,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5578","2014re10s52","Arsenic","2020-09-16","7440-38-2","T",0.45,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1402RE10003",NA
"5579","2014re10s52","Calcium","2020-09-16","7440-70-2","T",2370,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5580","2014re10s52","Carbon, Dissolved Organic (DOC)","2020-09-16","DOC","D",3.6,"mg/l",0.5,"mg/l",1,NA,"R","Result should be less than the total","2020-12-09",NA,NA,"1402RE10003",NA
"5581","2014re10s52","CHLORIDE (AS CL)","2020-09-16","16887-00-6","T",3.1,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5582","2014re10s52","Color, True","2020-09-16","COLOR","T",30,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5583","2014re10s52","HARDNESS (AS CACO3)","2020-09-16","HARD","T",9.6,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5584","2014re10s52","Iron","2020-09-16","7439-89-6","T",227,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5585","2014re10s52","Manganese","2020-09-16","7439-96-5","T",137,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5586","2014re10s52","Nitrate+Nitrite as Nitrogen","2020-09-16","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1402RE10003",NA
"5587","2014re10s52","Nitrogen, ammonia (As N)","2020-09-16","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1402RE10003",NA
"5588","2014re10s52","NITROGEN, KJELDAHL, TOTAL","2020-09-16","KN","T",0.33,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5589","2014re10s52","NITROGEN, NITRATE (AS N)","2020-09-16","14797-55-8","T",NA,"mg/l",NA,"mg/l",0.05,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1402RE10003",NA
"5590","2014re10s52","NITROGEN, NITRITE","2020-09-16","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1402RE10003",NA
"5591","2014re10s52","pH of Color Analysis","2020-09-16","PHCOLOR","T",6.71,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5592","2014re10s52","PHOSPHORUS, DISSOLVED (AS P)","2020-09-16","7723-14-0","D",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1402RE10003",NA
"5593","2014re10s52","PHOSPHORUS, TOTAL (AS P)","2020-09-16","7723-14-0","T",0.0145,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5594","2014re10s52","SULFATE (AS SO4)","2020-09-16","14808-79-8","T",3.5,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5595","2014re10s52","TOTAL ORGANIC CARBON","2020-09-16","TOC","T",3.4,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5596","2014re10s52","UV 254","2020-09-16","UV254","T",0.099,"1/cm",NA,"1/cm",NA,NA,"A","","2020-12-09",NA,NA,"1402RE10003",NA
"5597","2014rus0s21","ALKALINITY, TOTAL (AS CaCO3)","2020-06-16","ALK","T",9.2,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5598","2014rus0s21","Arsenic","2020-06-16","7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1404RUS0410",NA
"5599","2014rus0s21","Calcium","2020-06-16","7440-70-2","T",3760,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5600","2014rus0s21","Carbon, Dissolved Organic (DOC)","2020-06-16","DOC","D",2.2,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5601","2014rus0s21","CHLORIDE (AS CL)","2020-06-16","16887-00-6","T",NA,"mg/l",0.5,"mg/l",2,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1404RUS0410",NA
"5602","2014rus0s21","Chlorophyll A","2020-06-16","479-61-8","T",2.22,"ug/l",NA,"ug/l",0.08,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5603","2014rus0s21","Color, True","2020-06-16","COLOR","T",20,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5604","2014rus0s21","HARDNESS (AS CACO3)","2020-06-16","HARD","T",13,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5605","2014rus0s21","Iron","2020-06-16","7439-89-6","T",268,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5606","2014rus0s21","Manganese","2020-06-16","7439-96-5","T",78.7,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5607","2014rus0s21","Nitrate+Nitrite as Nitrogen","2020-06-16","NO3NO2N","T",0.0741,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5608","2014rus0s21","Nitrogen, ammonia (As N)","2020-06-16","7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1404RUS0410",NA
"5609","2014rus0s21","NITROGEN, KJELDAHL, TOTAL","2020-06-16","KN","T",0.21,"mg/l",0.1,"mg/l",0.1,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"1404RUS0410",NA
"5610","2014rus0s21","NITROGEN, NITRATE (AS N)","2020-06-16","14797-55-8","T",0.074,"mg/l",NA,"mg/l",0.05,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5611","2014rus0s21","NITROGEN, NITRITE","2020-06-16","14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1404RUS0410",NA
"5612","2014rus0s21","pH of Color Analysis","2020-06-16","PHCOLOR","T",6.79,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5613","2014rus0s21","PHOSPHORUS, DISSOLVED (AS P)","2020-06-16","7723-14-0","D",0.0059,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5614","2014rus0s21","PHOSPHORUS, TOTAL (AS P)","2020-06-16","7723-14-0","T",0.0166,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5615","2014rus0s21","SULFATE (AS SO4)","2020-06-16","14808-79-8","T",2.9,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5616","2014rus0s21","TOTAL ORGANIC CARBON","2020-06-16","TOC","T",2.4,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1404RUS0410",NA
"5617","2014sup0s41","ALKALINITY, TOTAL (AS CaCO3)","2020-08-24","ALK","T",7.6,"mg/l",1.8,"mg/l",2,NA,"T","","2020-12-09",NA,NA,"1401SUP0104",NA
"5618","2014sup0s41","Arsenic","2020-08-24","7440-38-2","T",0.55,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1401SUP0104",NA
"5619","2014sup0s41","Calcium","2020-08-24","7440-70-2","T",3210,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5620","2014sup0s41","Carbon, Dissolved Organic (DOC)","2020-08-24","DOC","D",8.4,"mg/l",0.5,"mg/l",1,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"1401SUP0104",NA
"5621","2014sup0s41","CHLORIDE (AS CL)","2020-08-24","16887-00-6","T",10.3,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5622","2014sup0s41","Chlorophyll A","2020-08-24","479-61-8","T",9.25,"ug/l",NA,"ug/l",0.64,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5623","2014sup0s41","Color, True","2020-08-24","COLOR","T",41,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5624","2014sup0s41","HARDNESS (AS CACO3)","2020-08-24","HARD","T",11.7,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5625","2014sup0s41","Iron","2020-08-24","7439-89-6","T",92.5,"ug/l",20,"ug/l",100,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1401SUP0104",NA
"5626","2014sup0s41","Manganese","2020-08-24","7439-96-5","T",60.5,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5627","2014sup0s41","Nitrate+Nitrite as Nitrogen","2020-08-24","NO3NO2N","T",0.0053,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5628","2014sup0s41","Nitrogen, ammonia (As N)","2020-08-24","7664-41-7","T",0.015,"mg/l",0.003,"mg/l",0.01,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"1401SUP0104",NA
"5629","2014sup0s41","NITROGEN, KJELDAHL, TOTAL","2020-08-24","KN","T",1.23,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5630","2014sup0s41","pH of Color Analysis","2020-08-24","PHCOLOR","T",7.1,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5631","2014sup0s41","PHOSPHORUS, DISSOLVED (AS P)","2020-08-24","7723-14-0","D",0.0066,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5632","2014sup0s41","PHOSPHORUS, TOTAL (AS P)","2020-08-24","7723-14-0","T",0.0183,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5633","2014sup0s41","SULFATE (AS SO4)","2020-08-24","14808-79-8","T",2.4,"mg/l",0.4,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5634","2014sup0s41","TOTAL ORGANIC CARBON","2020-08-24","TOC","T",8.4,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5635","2014sup0s42","ALKALINITY, TOTAL (AS CaCO3)","2020-08-25","ALK","T",27.2,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5636","2014sup0s42","Arsenic","2020-08-25","7440-38-2","T",0.98,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1401SUP0104",NA
"5637","2014sup0s42","Calcium","2020-08-25","7440-70-2","T",6730,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5638","2014sup0s42","Carbon, Dissolved Organic (DOC)","2020-08-25","DOC","D",8.2,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5639","2014sup0s42","CHLORIDE (AS CL)","2020-08-25","16887-00-6","T",12.6,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5640","2014sup0s42","Color, True","2020-08-25","COLOR","T",400,"color unit",NA,"color unit",50,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5641","2014sup0s42","HARDNESS (AS CACO3)","2020-08-25","HARD","T",21.3,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5642","2014sup0s42","Iron","2020-08-25","7439-89-6","T",6380,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5643","2014sup0s42","Manganese","2020-08-25","7439-96-5","T",2030,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5644","2014sup0s42","Nitrate+Nitrite as Nitrogen","2020-08-25","NO3NO2N","T",0.0304,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5645","2014sup0s42","Nitrogen, ammonia (As N)","2020-08-25","7664-41-7","T",1.09,"mg/l",0.013,"mg/l",0.05,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5646","2014sup0s42","NITROGEN, KJELDAHL, TOTAL","2020-08-25","KN","T",1.92,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5647","2014sup0s42","pH of Color Analysis","2020-08-25","PHCOLOR","T",6.96,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5648","2014sup0s42","PHOSPHORUS, DISSOLVED (AS P)","2020-08-25","7723-14-0","D",0.0098,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5649","2014sup0s42","PHOSPHORUS, TOTAL (AS P)","2020-08-25","7723-14-0","T",0.032,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5650","2014sup0s42","SULFATE (AS SO4)","2020-08-25","14808-79-8","T",NA,"mg/l",0.4,"mg/l",2,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1401SUP0104",NA
"5651","2014sup0s42","TOTAL ORGANIC CARBON","2020-08-25","TOC","T",8.7,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5652","2014sup0s51","ALKALINITY, TOTAL (AS CaCO3)","2020-09-15","ALK","T",6.8,"mg/l",1.8,"mg/l",2,NA,"R","Equipment Blank error","2020-12-09",NA,NA,"1401SUP0104",NA
"5653","2014sup0s51","Arsenic","2020-09-15","7440-38-2","T",0.45,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1401SUP0104",NA
"5654","2014sup0s51","Calcium","2020-09-15","7440-70-2","T",3410,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5655","2014sup0s51","Carbon, Dissolved Organic (DOC)","2020-09-15","DOC","D",8.7,"mg/l",0.5,"mg/l",1,NA,"R","Result should be less than the total","2020-12-09",NA,NA,"1401SUP0104",NA
"5656","2014sup0s51","CHLORIDE (AS CL)","2020-09-15","16887-00-6","T",10.1,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5657","2014sup0s51","Chlorophyll A","2020-09-15","479-61-8","T",11.8,"ug/l",NA,"ug/l",0.8,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5658","2014sup0s51","Color, True","2020-09-15","COLOR","T",45,"color unit",NA,"color unit",5,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5659","2014sup0s51","HARDNESS (AS CACO3)","2020-09-15","HARD","T",12.3,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5660","2014sup0s51","Iron","2020-09-15","7439-89-6","T",387,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5661","2014sup0s51","Manganese","2020-09-15","7439-96-5","T",226,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5662","2014sup0s51","Nitrate+Nitrite as Nitrogen","2020-09-15","NO3NO2N","T",NA,"mg/l",0.0015,"mg/l",0.002,"U","R","Analyte was analyzed for but not detected ; Accuracy error","2020-12-09",NA,NA,"1401SUP0104",NA
"5663","2014sup0s51","Nitrogen, ammonia (As N)","2020-09-15","7664-41-7","T",0.041,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5664","2014sup0s51","NITROGEN, KJELDAHL, TOTAL","2020-09-15","KN","T",0.91,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5665","2014sup0s51","pH of Color Analysis","2020-09-15","PHCOLOR","T",6.75,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5666","2014sup0s51","PHOSPHORUS, DISSOLVED (AS P)","2020-09-15","7723-14-0","D",0.0069,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5667","2014sup0s51","PHOSPHORUS, TOTAL (AS P)","2020-09-15","7723-14-0","T",0.0254,"mg/l",0.0036,"mg/l",0.005,NA,"R","Accuracy error","2020-12-09",NA,NA,"1401SUP0104",NA
"5668","2014sup0s51","SULFATE (AS SO4)","2020-09-15","14808-79-8","T",NA,"mg/l",0.4,"mg/l",2,"U","U","Analyte was analyzed for but not detected","2020-12-09",NA,NA,"1401SUP0104",NA
"5669","2014sup0s51","TOTAL ORGANIC CARBON","2020-09-15","TOC","T",8.4,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5670","2014sup0s52","ALKALINITY, TOTAL (AS CaCO3)","2020-09-15","ALK","T",15.2,"mg/l",1.8,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5671","2014sup0s52","Arsenic","2020-09-15","7440-38-2","T",0.69,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error","2020-12-09",NA,NA,"1401SUP0104",NA
"5672","2014sup0s52","Calcium","2020-09-15","7440-70-2","T",5270,"ug/l",110,"ug/l",1000,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5673","2014sup0s52","Carbon, Dissolved Organic (DOC)","2020-09-15","DOC","D",8.8,"mg/l",0.5,"mg/l",1,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5674","2014sup0s52","CHLORIDE (AS CL)","2020-09-15","16887-00-6","T",12.5,"mg/l",0.5,"mg/l",2,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5675","2014sup0s52","Color, True","2020-09-15","COLOR","T",150,"color unit",NA,"color unit",25,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5676","2014sup0s52","HARDNESS (AS CACO3)","2020-09-15","HARD","T",17.3,"mg/l",NA,"mg/l",6.62,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5677","2014sup0s52","Iron","2020-09-15","7439-89-6","T",3210,"ug/l",20,"ug/l",100,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5678","2014sup0s52","Manganese","2020-09-15","7439-96-5","T",1060,"ug/l",1.7,"ug/l",10,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5679","2014sup0s52","Nitrate+Nitrite as Nitrogen","2020-09-15","NO3NO2N","T",0.0134,"mg/l",0.0015,"mg/l",0.002,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5680","2014sup0s52","Nitrogen, ammonia (As N)","2020-09-15","7664-41-7","T",0.555,"mg/l",0.003,"mg/l",0.01,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5681","2014sup0s52","NITROGEN, KJELDAHL, TOTAL","2020-09-15","KN","T",1.39,"mg/l",0.1,"mg/l",0.1,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5682","2014sup0s52","pH of Color Analysis","2020-09-15","PHCOLOR","T",6.73,"pH units",NA,"pH units",NA,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5683","2014sup0s52","PHOSPHORUS, DISSOLVED (AS P)","2020-09-15","7723-14-0","D",0.0066,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
"5684","2014sup0s52","PHOSPHORUS, TOTAL (AS P)","2020-09-15","7723-14-0","T",0.0351,"mg/l",0.0036,"mg/l",0.005,NA,"A","","2020-12-09",NA,NA,"1401SUP0104",NA
